doc_id,text
nodtkgrg,"Find a healthy distraction. You’ll find it harder to avoid the urge if you simply sit and fixate on it. Instead, recognize the urge and actively try to distract yourself with something else. This can help distract your mind from the urge or craving and give you the space to truly decide if you want to act on that urge.
Sometimes doing something with your hands is helpful, such as crocheting, knitting, folding origami, or even texting a friend. Have a go-to activity. In addition to momentary distractions, actively try to replace the behavior you want to control with a substantive alternative. By giving yourself more time to take the decision, you can make a clearer, more empowered decision.
For instance, if you’re trying to stop spending money, you can go for a walk in a green space where you won’t even have the opportunity to shop. Or if you’re trying to control overeating, you can develop the habit of hitting the gym when the urge to overeat arises. Try belly breathing. This suggestion can come in handy if you are trying to quit smoking or curb your eating habits. If you have a cigarette or food craving, instead of immediately giving in to the craving, set your phone timer for five minutes, and focus on breathing from your belly. Remind yourself that a craving is just that, a craving, it is not a necessity. Take the five minutes of breathing to imagine the craving slowly disappearing every time you exhale. Take note of how you feel and if you still want to engage in eating impulsively or giving in to that cigarette.
Try closing your eyes and breathing in slowly through your nose. Continue filling your lungs, fully expanding your chest and lower belly. Finally, breathe out slowly and naturally—your mouth or nose is fine. Recognize impulsive thoughts. Having strategies to help you resist temptation in the moment will help you build self-control. Start by making a list of the behaviors you’d like to control and the situations that often trigger the behavior. By recognizing the moments when you get the urge to act impulsively, you’ll be more equipped to create a delay between the urge and action.
Take a look inward at what matters most to you and what your values are. Balance is going to look different depending on what your goals are, so try to achieve it avoiding impulsive thoughts. Place time restrictions on impulsive thoughts. Creating space in your thinking will help you reevaluate your actions from a more rational viewpoint. This will also help you learn how to create a delay in your actions instead of just acting upon your urges.
For example, if spending money or shopping is one of the areas that you want to build self-control, place a twenty-four-hour hold on any purchases before you buy anything. You can write down in a small notebook what you were thinking of buying and in twenty-four hours revisit your list and decide then if you really want or need the item(s)."
kwptzfqp,"Take stock of the things that your friend does that bother you. When you are alone, think about the things you’re your friend does and identify the reasons why they bother you.  Identifying these issues in the relationship will help you to work out strategies for how to cope and, hopefully, improve the relationship.  Does she often cancel plans with you at the last minute? Does she yell at you? Does she flirt with that guy that you like, even after you told her that you like him?
If you have trouble identifying exactly what your friend does that bothers you so much, you may want to discuss your friend with another friend or someone else that you trust. Deal with your emotions. After you have identified the things that your friend does that bother you, think about how those things make you feel. It is important to acknowledge the pain and other emotions that your friend has caused you and deal with those emotions in a healthy manner. If you refuse to acknowledge your emotions and deal with them, they may erupt in an unexpected or inappropriate manner. Determine whether or not the problem warrants a confrontation. Confronting your friend will be difficult for you and even more difficult for him or her. Before you decide to confront the person, think about whether or not the issue is a big enough deal to require a confrontation. If you confront the person and the issue is rather minor, you may end up looking like you are nit-picking and that can cause more problems in the relationship. Develop strategies for situations that do not require confrontation. Not all problems are worth confronting your friend about, but you should still prepare yourself to handle common situations that you think may not be worth a confrontation. Having strategies in place can also help you to feel more in control when your mean friend says or does things that upset you. 
If your friend often cancels plans with you at the last minute, make backup plans to lessen the damage of her canceling on you. 
If certain topics cause your friend to make rude or insulting comments, avoid discussing those topics with him or her."
cddaxapo,"Divide your project into components. The first part of calculating the man-hours you will need to do a job is to split up the project into smaller components. Then estimate the amount of hours needed to complete each component. These components should be designated according to the type of labor involved. If you are building an apartment complex, you will need excavation, construction, electrical, plumbing, and so on. Make sure that every component of your project is included in the estimate. Determine the type of workers you need. This largely depends on the complexity of the tasks that need to be accomplished.  You don’t need a foreman to do every job.  Some simpler tasks can be done by assistants or apprentices.  Figuring this out is harder for larger jobs that require a mix of labor to do tasks that range from simple to complex. Estimate the time needed to complete each component. Once you have determined your components and the types of labor each requires, estimate the total number of man-hours it would take your workers to complete a step from start to finish. Do not include breaks. This number should be the hours of dedicated labor it will take to finish a step.
If you are familiar with the type of work required in a step, you can draw from past projects to get time estimates. For example, if you know it took one worker ten hours to install four new windows, or 2.5 hours per window, your current project will likely be similar.
If a step in your project includes a type of labor you're not familiar with, you should do some research in preparing your estimate. Depending on the project, you may be able to get valuable information online or from another contractor. You can also hire a consultant familiar with the type of labor you need. This person can help you estimate the hours required in a certain step.
Factor in things like job difficulty when making your estimate. If the windows on your upcoming project are on the seventh story of a building, and your old project's windows were on the first story, increase your hours-per-window rate to reflect this difference.
Include estimates for time spent on administrative tasks that may be required by the contract. Include hours for supervisors.  You may also include project hours for a foreman or manager, who will lead the team of workers and manage reporting details and timeline compliance.  Some projects may require more than one supervisor or foreman, managing different components of the project.  Other projects may require different levels of supervision.  You may have foreman managing workers in different components of the project and an overall supervisor who manages all of the foremen. Use your estimates to prepare a project timeline. Your client will likely specify a time for completion of the project. Perhaps he will ask you to indicate in your bid how soon you can complete your work. You can use the steps and hours you have calculated to develop a project timeline. Determine which components can be completed simultaneously and which must be completed sequentially, where the input of one process depends upon the output of the previous process.  If you know when each step of the project needs to be completed, you can divide the number of hours needed to complete a step by the number of eight-hour workdays in the time period. You may be able to extend or shorten the project timeline by adding or removing laborers. The more laborers you have, the faster you can complete a step.
Some projects may require more than 8 hour days or 40 hours week to meet schedule.  They will require overtime which should be charged to the job
For example, if you have one month to lay the foundation of a new home, and you know the foundation requires 1000 hours of labor, divide 1000 by the number of eight-hour workdays in the month to calculate the number of laborers you need to hire to complete that step on time. (1000 project hours / 20 work days in the month = 50 hours per day; 50 hours per day / 8 hours per worker = 6.25 laborers needed.) Round the number of laborers up or down to a whole number, and adjust accordingly the number of workdays required.
Be realistic about the number of workers you can hire in a given time period. If you need seven electricians to complete wiring in a week, this may be unrealistic, depending on the availability of electricians in your area. You may need to extend your timeline to accommodate the availability of labor for your project.
If you plan to complete multiple steps at the same time, you'll need separate laborers to work on each step. Prepare and submit your bid. Add the hours for each type of labor you need, so you have a total for each type. If you require just one type of labor, you can combine all of the project hours into one number. If you need multiple types of labor, your bid should specify the total hours for each type. You should include all labor costs including taxes and benefits. Some Federal contracts may require a minimum wage for each category of workers.  Also, include any markup you plan to charge.
As an example, imagine you have been hired to install a new kitchen in a medium-sized home. You have divided your project into steps, each requiring plumbing, electrical, and general construction work. Your bid should reflect the total electrician man-hours, plumber man-hours, and general-laborer man-hours, as well as the pay rates for each type of labor. Adjust your man-hour estimates as the work progresses. Because time estimates are really just guesses, you will need to update your estimates as your project goes along. You will probably bill your client based on the actual hours your team works, so you should provide your client updated hourly estimates as time passes. This helps prevent surprises for your client when billing time rolls around.
Include a ""fudge factor,"" which is an increase in estimated time due to unknown causes. The amount of fudge factor depends upon the complexity of the job, availability of labor, dependence upon outside agents, and the relationship of one process to another.
Most contractors make it clear that their bid is only an estimate, that actual hours will vary, and that clients will pay for actual hours worked as the job progresses. However, it is possible a client will want to pay you a lump sum based on your estimate and not pay for actual hours worked. Pay close attention to any contract language that would signal this kind of arrangement, as this requires very careful estimation on the part of the contractor.
If your client will pay you based on actual hours worked, remember that your bid served as an estimate, and that you should not charge for significantly more hours than you planned unless you can cite reasonable justification. If you run into problems and know you are going to go over your time estimates, keep the client informed in order to prevent miscommunication.
Have a written agreement that defines contingencies and out-of-scope work.  Include the process for identifying and approving these changes, such as necessary approvals and documentation."
lpealadl,"Keep in mind that selfishness can indicate other problems. Although someone who behaves in selfish ways may be frustrating to be around, it is possible that selfish behavior may indicate that the person is dealing with deeper issues, such as depression or narcissistic personality disorder. Try to avoid judging or labeling your friend as selfish and self-centered. Instead, try to find out what is going on in your friend’s life that may be causing him or her to behave in selfish ways.
For example, you might say, “You seem wrapped up in the negative things that have been happening in your life. What's going on?”
Encourage your friend to seek help if they're depressed or dealing with other serious issues. Advise your friend to talk to a school counselor or a therapist. Think about what’s bothering you. What does your friend do that irritates you? Does she say negative things to you, constantly demand your attention, or talk only about herself without stopping? Get a good handle on exactly what it is that bothers you about your friend.
Some friends ask for help but never give anything in return. In this case, they're taking more from the relationship than they're giving, leaving it one-sided.
Others talk themselves all the time but never ask how you are. If you do talk, they seem uninterested. This is another example of a one-sided relationship.
Another type of selfishness is attention seeking. They may constantly call you and try to get you to hang out. They don't respect your need for alone-time. Consider underlying problems. The underlying problems of selfishness may give you a little something to go on when talking to the person. You may also be able to develop a little more empathy for your friend if you consider why he or she may be acting in selfish ways.
Selfish or self-centered people may be insecure or have a negative self image. As such, they look for attention or try to get others to think about them.
Consider their childhood. Maybe they expect attention because that's what they're used to. Maybe they're desperate for attention because they never got any growing up. Think about times you’ve been selfish. Selfishness is a normal human behavior and we are all guilty of it sometimes. Think about times that you’ve been selfish to get some perspective. You may have been selfish unintentionally and hurt others' feelings. For example:
Have you ever interrupted someone during a conversation?
Have you ever gotten bored when someone else was talking and started thinking about a problem of your own?
Did you ever insist someone to spend time with you, even though you knew that they weren't feeling well?"
lvkzqxhx,"Use the spreadsheet to list materials you'll need to complete your project. Set up your spreadsheet so that each row is a material you'll need to complete your project. Use the columns to organize the following information about each material:
Item number (could be a serial number or part number)
Description
Unit of measurement
Quantity
Rate per unit (to be filled in by contractors bidding on the project)
Total cost of material (to be filled in by contractors bidding on the project)"
ajtctext,"Check to see what other people your age are doing. From an early age, people learn what is acceptable by looking to their peers. One way that you can tell if you're too old for something is to examine whether other people your age are doing it. If they aren't, you might want to give a little thought to why you still want to participate.
For example, if a lot of your friends have stopped going out and partying every night, it might be a good idea to stay in on a work night a little more often.
However, you shouldn't be afraid to be a trailblazer. Just because you don't know anyone else who's going back to school, for instance, doesn't mean that you shouldn't pursue your education, no matter how old you are. Take into consideration the reasoning behind a rule. When you're trying to decide if you're too old for something, think about why others might think there's an age limit. In some cases, you might find the argument valid enough to change your mind.
Some guidelines, like the risks involved in having a baby after a certain age, are rooted in science, and are hard to deny. However, someone's opinion that you should have children soon because ""you're running out of time"" should have no bearing on your decision about when to start a family. Consider the source when you're thinking about the reasoning behind a rule.
Similarly, a law that says you must take a vision test each year in order to maintain a driver's license exists because people's eyesight fades as they get older, so you have to comply with that. However, if you can see perfectly well and you still have an excellent reaction time, you shouldn't let anyone tell you that you're too old to drive.
Other rules, such as being too old to get a nose ring or play with dolls, are more of an unspoken social guideline, and it's not as important to follow them. Follow rules that are in place for safety reasons. Sometimes, unspoken social rules are in place to protect you. If that's the case, it might not be worth the risk to try that particular activity. Instead, look for another outlet that will give you a similar feeling while minimizing your risks.
For instance, there's a reason that some high-octane activities, like skateboarding or parkouring, are usually performed by young people. That's because as you get older, it's harder to recover from an injury or a fall, so unless you're in really great shape, you're taking an extra risk by participating in an activity like this. Instead, you might try cycling or swimming to get an adrenaline rush without as much danger.
Other safety-related rules might include avoiding activities that are meant for children once you're fully grown, like riding on a small plastic toy or jumping in a bounce house. Be realistic about your situation. No matter how young you might feel, eventually you will probably have to face the reality that you aren't as young as you used to be. When you're making a decision, you should be realistic about what you can and can't do, and consider your health in the future as part of your plans.
For instance, if you're in your 40s and you're thinking about starting a family, you'll face different challenges than if you were in your 20s or 30s. This doesn't mean you shouldn't do it, but you should have an honest discussion with yourself about whether you have the energy to keep up with a toddler.
Usually, people who are alike fare better in terms of dating.
They have a more stable relationship if their energy levels, ambitions, intelligence, values, and education are similar.
As another example, it might not make sense to quit your job and start a new career if you're only a few years away from being able to retire. However, if you'll only be happy if you start your own ice cream truck, don't let anybody tell you that you're too old to do it. You might just need to wait a few years until you reach retirement so you'll have the security you need to pursue your dream.
You should also take into accounts your financial responsibilities when you're deciding what's realistic. You shouldn't default on your debts and ruin your credit just because you feel like you're getting too old. Listen to your body. When you're trying to decide whether you're too old for something, it's important to take into consideration how you feel physically. If you have chronic pain or an old injury that limits your mobility, certain activities will be more difficult for you, no matter how young you are at heart.
If you experience frequent back pain, for instance, you should take that into consideration when you're thinking about activities like mountain climbing or whitewater rafting.
On the other hand, if you feel great physically and you're in good physical health, you shouldn't let anyone tell you that you're too old to try something new!"
elsuiitz,"Identify all the necessary project stakeholders. A stakeholder is anyone who will be affected by the project. This is a long list of people ranging from the project sponsor down to the individual employees who will work on the project. There are a few stakeholders you should identify and communicate with throughout the process.
The project sponsor is the person or business that provides the funds for the project. They usually own the end result. Usually the sponsor has to sign off on all big decisions.
The management team are the ones who oversee the project. Usually each member of the management team heads a division that carries out specific tasks to complete the project.
End users are people who will use the project when it's finished. Visitors to a building, for example, are end users. You usually don’t meet with end users, but you should take their potential concerns into account while planning the project. Meet with the upper-level stakeholders to work out the project's goals. In this pre-planning stage, work out a clear definition of the project goals by speaking with its stakeholders. You don’t have to meet with every stakeholder, since many are lower-level employees. But you should speak with stakeholders at the management and ownership levels. You’ll have to meet their expectations with this project.
Speak with the project sponsor to understand their expectations and work out the project goals. Begin by consulting with them.
Meet with the management team before drawing up concrete plans to understand the budget, timeline, necessary resources, and risks of the project. If the managers bring up any concerns about the project, take them seriously. They are the ones who have to carry the project out and can identify potential problems. Define the project’s scope to plan how you will complete it. The scope is the intended result of the project. What will this project accomplish when it’s completed? What objectives will it meet? Having a clear idea of the project’s scope is crucial for planning what steps you’ll take to meet those goals. In speaking with the important stakeholders, get an understanding for what the intended project scope is.
For instance, a project scope could be building a new luxury apartment building. All the subsequent planning will build towards this end result.
Make sure the project scope is feasible. For example, if a sponsor wants to travel to Mars next year, this is probably not a manageable scope. Talk with the sponsor and inform them of what is currently possible, and then work out a scope you can meet.
If the sponsor is not entirely sure what the intended scope for the project is, help them work it out. Speak with them and the project managers to come to a conclusion on what the end result should produce. Divide the project into key milestones. Once you’ve defined the scope, you can identify the milestones the team has to meet. Milestones are large tasks that progress chronologically. When one milestone is met, another begins.
If the goal is building an apartment building, important milestones would include purchasing the land, getting the building permits, laying the building foundation, constructing the frame, and so on until the building is completed. Identify all necessary milestones like these.
List the milestones in the order they have to be done. For example, you can’t lay the foundation until you have construction permits. Keep your project flow organized like this. Draw clear lines of communication between project stakeholders. Communication is crucial during the entire project process. Different people and departments should have clear lines of communication so every manager is informed of the project’s progress. Before you even start writing the project plan, identify who is in charge of each task and who reports to whom. This will help your team run much more smoothly so they can complete the project on time.
Part of this workflow is making sure people aren’t bothered with problems that aren’t in their department. For example, the person responsible for landscaping around the building doesn’t need to know if there was an issue with the phone lines in the building, so they shouldn’t be contacted if such a problem occurs.
Plan on writing this communications workflow in your project plans so all participants know who to contact if they need information."
cvknhicl,"Be assertive, not a doormat. A common theme for those who befriend egotists is being unable to stand up for themselves. But, if you want to maintain this friendship, you will have to stop letting your self-centered friend walk all over you. Learn to be clear and brief when you state your needs.
When your friend asks your advice, actually give your opinion.
Practice saying “no.” If you don’t agree with something or don’t want to do something, say so. ""No"" is a complete sentence. This means you do not owe your friend an explanation for the “no.”
Don’t feel guilty. Everyone has the right to speak up for themselves. Call them out when they’re rude. If you’re friends with an egotist, you are probably no stranger to being the butt of mean, sarcastic jokes. Your friend may laugh it off like they’re just teasing, but these comments are rude. One way to set boundaries is to speak out when your friend does this and let them know you refuse to be treated this way.
You might say, “Hey, that’s not cool, Frankie. I’m going to leave if you don’t stop.” Don’t feed into their arrogance. Egotists really like being the center of attention. However, just because others in your social group eat up their every word doesn’t mean you have to. Stop giving them special treatment. Instead, treat them the same way you treat all your other friends.
Let’s say someone asks what you’re doing for the summer and the egotist interrupts and starts telling about their summer plans. Politely say, “Actually, Donna, I think Judy was asking me that question.” Then, go ahead with your answer. Limit the amount you compliment them. Egotists like to make everything about themselves. The more you compliment them and point out their positive traits, the more you enable their high opinion of themselves. Dish out compliments when appropriate, but don’t feed into their need for more.
If they fish for compliments, don't bite. Limit the time you spend with them. People who are self-conceited are often described as “energy vampires” because it drains you to be around them. If this characterizes your friendship with this person, start getting some distance.
For example, if you’re having a tough day and don’t have the energy to deal with them, back out of your plans.
It may seem rude, but you need to do what’s best for your emotional health and your sanity.
It may be beneficial for your friendship to revolve around a hobby or an activity. This will help you limit the time you spend with them by keeping your relationship focused on the activity. Make sure your expectations are realistic. If you want to continue being friends with this self-centered person, you may have to lower the bar. Take advantage of the feel-good vibes you often get from hanging out with this person, but know your limits. Don’t expect the egotist to ever support you emotionally or show any concern for your needs.
Also, limit what you confide in this person. Unlike non-egotistical friends, they may not understand the importance of a secret, which means they just might share it with others or throw it back in your face later."
znmochbe,"The key to saying “no” is being honest with yourself. It’s completely normal and okay to have a weak spot—everyone does! Think about what temptation or situation always seems to get the best of you, whether it’s hitting the snooze alarm too often, spending too much time on social media, or something else entirely. Admitting your weakness helps you  take a step in the right direction. Here are a few examples of possible weaknesses:
Playing video games instead of focusing on schoolwork
Skipping a trip to the gym to hang out with friends
Watching TV instead of going to bed at a good time
Taking on an extra task at work even when your schedule is booked"
owvqqlpn,"Accept responsibility for your actions. You should take responsibility for your actions, whether they are intentional or unintentional. It is a sign of maturity and respect for others. Everyone makes mistakes. Failing to accept responsibility may seem like a good idea at the time, but in the long term it will not benefit you.
For example, if you accidentally back into your neighbor’s car when pulling out of your driveway, let them know by writing them a note or knocking on their door. Then, correct your mistake by submitting the claim to insurance or paying for the damage. Show people respect. Respect your partner, family members, friends, and strangers. Children are often selfish and disrespectful. As you grow up and mature, you should understand the concept of respect and why it is important. Giving respect will also give you more respect in return.
Respect people’s right to have their own opinion, even if it differs from your own.
Listen when other people are speaking.
Be sensitive and respectful for other people’s feelings.
Keep your promises and commitments. Develop a way to handle conflict maturely. When you are faced with a conflict, it is important to keep your emotions in check. Control your anger and avoid becoming belligerent. Take a deep breath, listen, and work through the conflict with the other individual.
Give yourself time to cool down if you are really angry. This will prevent you from saying and doing things that you shouldn’t do in the heat of the moment. Receive feedback positively. People learn and grow by receiving feedback and criticism from others. You should accept that you don’t know everything and that feedback from an expert is not meant to hurt you. It is meant to help you.
For example, thoroughly read through your edits on your research paper. These edits will help improve your writing in the future."
pvpwbmss,"Distract yourself with a healthier activity. Distraction is a great way to avoid temptation because it shifts your thoughts to something else. If you aren’t thinking about your temptation, it’s easier to say “no.” Choose a distraction that you enjoy so the temptation will lose its appeal.
For example, let’s say you’re tempted to eat a second slice of dessert, even though you know it’s unhealthy. You might distract yourself by engaging in your hobby or calling a friend.
Let's say you just broke up with your partner and are tempted to text them, even though you know it's a bad idea. You might instead start a conversation with a friend or distract your attention with your favorite hobby. Tell yourself you'll indulge your craving in 15 mins, then delay it longer. This helps you avoid giving into temptation until your craving passes. It's easier to wait 15 minutes than it is to think you can never have what you want, so you can use this technique to trick your brain. Eventually, your craving should fade away
For example, let's say you're trying to lose weight but you keep craving candy. Set a timer for 15 minutes, then start doing another task. Keep delaying the treat for 15 minutes until you aren't tempted anymore. List the consequences of giving into your temptation. Imagine what will happen if you give into temptation. What will your life look like in the long run? How will you feel tomorrow? Facing the consequences can help you resist whenever temptation arises.
Let’s say you’re tempted to cheat on your partner. You might imagine yourself telling your partner and losing your relationship. You could also list the other things you’d lose, like your good reputation, friendships, and time with your children, if you have them.
You might be at a party where you're tempted to use illegal drugs. Imagine getting caught by your parents or police. Consider what could happen if your school or job found out. You might get kicked out of your school activities and may have a harder time getting into the college you hope to attend. Visualize yourself resisting the temptation to increase your resolve. Picture yourself saying “no” to whatever is tempting you. Imagine that you’re successful in resisting, and picture yourself reaching your goals. This helps you feel like resistance is possible.
For example, let's say you're trying to save money for a trip, but you feel tempted to buy an expensive new pair of shoes. You could visualize yourself walking out of the store without making a purchase. Then, imagine yourself reaching your savings goal and going on your trip.
Keep your visualizations positive. If a new obstacle arises in your mind, imagine yourself overcoming that, as well.
Using visualization takes practice, so it might not feel as helpful at first. Keep picturing yourself being successful, and you’ll start to believe it. Label your temptation so you can confront it. Denying a craving will only make it worse because you won’t be able to stop thinking about it. Instead, acknowledge how you feel. Think about why you might feel that way, and then list other, healthier ways you can satisfy your needs.
For instance, you might crave sugary snacks every afternoon when you feel an energy slump. Tell yourself, “I really want candy right now because I’m tired. I can get a similar boost by drinking green tea, instead.”
As another example, let’s say you’re tempted to have a one night stand even though you’re in a relationship. You might say to yourself, “This person is very attractive and I haven’t been feeling satisfied lately, so I’m thinking about going home with them. Since I want to save my relationship, I’m going to think of a few ways I can feel closer to my partner.”"
ejjcxydy,"Accept the challenge. You’ve probably heard many grumpy adults tell you that your generation is ungrateful and immature. This attitude is, like your becoming a young adult, just another natural transition in life. Their generation (and each before it) was filled with 18 year olds who didn’t want to grow up. Though this transition has always been difficult for humans, it is still very important to accept the challenge. Life isn’t always enjoyable, but maturing proactively can make it a little easier. Learn to respect your parents (or your guardian). This is important, firstly, because they are probably the most emotionally and financially equipped people to offer help when you need it. There are also larger reasons for respecting your parents. You have a lifelong bond that can be an incredible source of strength for everyone involved. Sure, you may have quarreled while you were growing up, but it’s time to do the adult thing and put your differences aside. Find mentors. The emotional and daily struggles you have as a young adult have been around forever. You’re not the first person to experience them, so check in every now and then with an adult you look up to. They can help you through problems and offer advice on how to ‘be an adult’ in a given situation.
Having a mentor to talk to is also an important part of maintaining mental health. The early adult years are when you are most susceptible to showing signs of mental illness. Let someone help you keep your blossoming feelings under control. Research and explore career options. The key to surviving the work culture of the 21st century is forgetting the clichéd question “what do I want to do for the rest of my life?” Almost no one these days will work for one company their entire life, much less have anyone job title. Many jobs that are available right now might become obsolete in the future.   The best thing to do at 18 years old is think about general tasks you enjoy, and environments you enjoy being in. See this guide for a detailed description of the process of choosing a career.
For example, if you keep your room tidy and keep track of all your expenses, you may enjoy a job in logistics or data management.
Your ideal work environment may be as simple as indoor or outdoor. Or, for example, if you enjoy concerts, you should look into careers in audio engineering or event planning.
You shouldn’t forget about your teenage dreams and hobbies, but most people aren’t going to become successful rock stars. Consider putting off spending too much time on unrealistic dreams until they are a viable way to earn a living.  If you do want to follow your dreams, you can try following your dreams in a more ""scaled down"" and realistic fashion.  For example, you may want to become a rock star, but think about starting a band and playing in your local community at a local coffee shop or lounge, etc.
Getting a part time job while you explore your career options is a great idea. Just don’t get complacent with a job that doesn’t fill you with self-respect just because it puts a few bucks in your pocket. Look into ‘adult’ hobbies. It is important to have fun, but you should start thinking of ways to enjoy the world as an adult. There is a world of culture that you may have previously found dull or uninteresting. Now that you have matured some, try those activities again and see what all the rage is about – there is probably a reason ‘adult’ hobbies have been around so long.
For example, try to spend less time watching cartoons and more time reading.
Or, try going to a music concert that is not rock, hip hop or pop music.
You don’t need to force yourself to tolerate activities you still don’t enjoy, but try to expose yourself to them and see how you like them. Move into an apartment you can afford. If you live in an area that allows you to move out of your parents’ house, do it! You may have to have roommates the first few years, but see that as an opportunity. Unlike high school friends, who often move in opposite directions, the friends you make as a young adult are probably there to stay. Roommates you have as a young adult can become lifelong friends. You will learn to be mature and responsible. Check out this guide for more on choosing an apartment.
Look at the neighborhood. You want to factor in accessibility, safety, public transportation, and nearby amenities.
Make a budget. After rent, utilities, renter’s insurance, and any other housing related expenses, you shouldn’t be spending more than one-third of your monthly income.
Find roommates at a similar place in life. You may be able to successfully live with older or younger roommates later, but keep your life more simple by rooming with like-minded people in this phase of your life.
If you’re still in high school, you shouldn’t move into an apartment just yet – this advice is for a little later. Make short-term and long-term goals. Think about where you want your life to be in five years. This will be important in giving your life a sense of direction, but don’t feel bound to it. As the saying goes, life is what happens when you’re busy making other plans. Therefore, write down where you want to be in a few months, or next year. This should be a smaller, more achievable goal that will make your daily life more enjoyable.
Long-term goals involve personal relationships, whether or not to attend college, being in an ideal career or job title, etc. These should be something you strive for, so making a plan is a good idea. However, be aware that your plan will change. For example, marriage may happen when you don’t expect it to, and not happen when you want it to. Be ready to roll with the punches.
Short term goals may simply be, for example, that you want to start a weekly exercise regimen by next summer. Or, you may want to simply get a part time job in the next couple months while you explore career options."
cbdsjsej,"FTE is the number of full-time equivalent hours all your employees work. For a 40-hour workweek, a full-time employee that works 40 hours counts as 1 FTE. A part-time employee that works 20 hours a week counts as 0.5 FTE. If you add all of the weekly hours of your employees and divide it by the hours in the workweek, you’ll determine how many full-time equivalent employees your business has.
You can find the FTE for any amount of time. To get FTE for the year, divide the total annual hours worked by 2080, which assumes a 40-hour workweek for 52 weeks of the year. To calculate for the month, divide by 173.33, which is equivalent to 2080 hours divided by 12 months.
You can also use an online calculator if you don’t want to manually calculate FTEs.
For the most accurate FTE calculation, hire a tax lawyer or accountant to calculate them for you."
jxlinnrh,"Throw yourself into your talents. What makes you unique? What makes you you? Use your late teenage years and early 20s to start becoming more and more like the adult version of yourself. Your interests, talents, and skills will give you some sense of who you will become, so it's important to take your mid-to-late teenage years to explore those talents and dream your biggest dreams. What do you want to be? Who do you want to be? Explore yourself.
Use these years to play in bands, play sports, act in drama, paint, and read for pleasure. Explore things for which you have natural skills, as well as things you know nothing about. Try new hobbies and activities that are available, like photography or dance. You might learn that you're really great at something you never gave yourself credit for. Start thinking about where you'll be in 10 years. While you don't need to plan out your whole life in your early twenties, it's important to start giving some thought to what you want to do with the rest of your life. Do you want to go to college? Are you studying what you want to study and providing yourself a plan for the future? Do you want to start making money as soon as possible? Are you going to take your band on tour and live like a rock star? Are you going to travel? Make a list of your priorities and the things you want to make sure to accomplish in your young adulthood and start taking the steps to make them happen.

If you're interested in going to college, start researching possibilities, and thinking about what you'd like to study. Find local universities and colleges that might be a good fit, and find colleges that would be dream schools. Find out about how much it will cost, how much your family will be able to afford, how much you'll need to reserve with student loans, and the different cost breakdowns for different schools.

If you want to start working, spend time developing a budget for yourself, setting financial goals, and learning what kinds of jobs will be available to you to make the kind of money you'll need. Research the training and vocational skills you'll need for those types of jobs so you can start preparing now. See new places and embrace new experiences. In the interest of expanding your mind and learning more about the ways different people live in your world, it's important to see it up front and in person. Make it a priority to visit other places and spend time in other cultures as you enter adulthood. It can be a moving and significant experience for many young adults.
Traveling doesn't need to be a leisure activity for the privileged. If you work hard and can't afford to take a vacation to Italy, or study abroad, travel as best you can within your means. Visit interesting places in your own country that you've never seen. Visit neighborhoods within your own city that you don't spend time in. Be a tourist in your town.
World-Wide Opportunities on Organic Farms (WWOOF) takes on willing laborers in a variety of countries throughout the world, giving you a chance to work your way across the world. Likewise, the Peace Corps, Americorps, or other humanitarian organizations provide service and travel experience. Help out, give back, and see new places. Befriend a diversity of people you respect. Give yourself a chance to socialize with as many different kinds of people as you can. Learn about yourself from spending time with hard-working and admirable people, and model your behaviors on people you respect. Maintain healthy relationships and you'll maintain your own sanity.

Find a work role model. At your job, find a person who negotiates the work environment in a way that you admire. Learn from them. If your colleague stays above the petty department politics, but still manages to let her work speak for itself, do the same. Collaborate and commiserate.

Find a life role model. As you grow older, it's easy to lose touch with old friends and to not make new friends. It's easy to wake up one day and realize the people you see every day are coworkers. Keep friends that do very different things than you, with whom you share mutual interests or hobbies. Maybe your record collecting buddy works HVAC, but that doesn't mean you can't relate to each other over the new crate-digging finds you made last weekend. Be honest with yourself. As you get older, you'll gradually get to know yourself better. If you tend toward laziness, or tend to sweat the small stuff, or tend to procrastinate, these things shouldn't be a surprise by the time you reach your twenties and get ready to enter the work force. A teenager can get away with ignoring these things and calling it ""youth."" But an adult needs to get real and be honest about shortcomings, challenges, and places for growth. Growing up takes work.

Identify your strengths. What are you particularly good at, or skilled in? Take time to identify your personal strengths and the things you're proud of.

Identify your weaknesses. What needs some work? What keeps you from getting what you want? It's important to identify places in need of improvement, fixing up the foundation to keep the house of yourself strong."
hmtgktky,"Use mistakes as an opportunity to learn and grow. As you transition into adulthood, you're going to make mistakes—and that's okay! It's just a part of growing up and making your way in the world. Analyze your mistakes so you can figure out how to avoid the same situation in the future.

Eliminating negative self-talk is a big part of having a growth mindset. For example, instead of saying, ""I'll never be able to do this,"" you might say, ""I messed up that time, but I know I'll figure it out eventually.""
Whenever you mess up, own up to it! You miss out on the opportunity to grow and learn if you make excuses or blame it on something or somebody else."
